AL_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CY_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics,TR_load_actual_entsoe_power_statistics,UK_UKM_load_actual_entsoe_power_statistics
816.73,9930,1609,10750,4498.11,7458,549.62,8736,70959.43878,4585.1,1148.6,30372,10944.77,56169,5507,2127,4529.42,3686.75,41678,1649,818.87,1025,362,783,12700,16875,21622.44898,6003,7023,4747,18361,1821,3918.33,34063.61,46300.02
801.78,9920,1602,10721,4543.18,7453,548.78,8797,70065.38776,4453,1126.4,29821,10906.24,54765,5340,2093,4508.2,3647.07,41952,1611,839.68,1007,366,772,12693,16875,21380.61224,6173,7065,4746,18482,1792,3842.46,34528.75,46267.78
815.08,9747,1615,10730,4590.55,7354,558.23,8801,68514.08163,4458.8,1119,29594,11106.14,53433,5371,2087,4534.58,3678.36,41812,1572,880.65,978,366,748,13070,16846,21153.06122,6146,7134,4805,18530,1802,3847.79,34790.38,46735.85
879.35,10057,1640,11007,4955.56,7304,573.25,8903,68810.91837,4835.1,1180.2,29494,11404.1,53846,5604,2159,4655.79,3760.1,40700,1647,846.54,1040,376,787,13216,16996,21493.87755,6159,7484,5050,19154,1817,3903.62,35755.66,48457.18
963.83,10162,1737,11446,5123.87,7658,620.04,8925,71125.17347,4916.1,1185.4,29342,11445.52,59096,6188,2358,4882.62,3891.08,42604,1680,922.09,1051,412,847,13187,17224,22494.89796,6006,7799,5352,19562,1908,3943.67,35151.97,51399.76
958,9475,1728,11384,4865.65,7468,623.19,8755,70969.57143,4627.4,1146.9,31103,11231.49,59677,6167,2428,4833.17,4080.05,44469,1621,926.42,1011,417,846,13527,16884,22519.38776,5992,7640,5296,19080,1963,3926.64,34311.49,53422.72
907.6,8724,1675,10785,4537.12,7048,586.14,8349,66787.45918,4295.1,1094.6,32914,10893.53,54750,5825,2355,4584.71,4082.6,42378,1507,849.78,943,412,819,13265,16692,21801.02041,6673,7158,5246,18024,1854,3799.12,33361.48,51351.16
812.95,8023,1581,10084,4230.97,6679,537.94,7765,62800.70408,3982.2,1010,32023,10871,51591,5276,2187,4300.43,3847.25,39007,1342,818.13,857,397,787,12107,16346,20247.95918,6535,6500,5052,17220,1716,3547.74,32861.92,47653.93
729.98,7687,1431,9847,3949.94,6599,487.58,7265,58978.40816,3634.9,919.7,28962,10649.43,53933,4973,2059,4065.09,3566.68,35099,1207,735.2,768,374,825,11184,15815,18538.77551,6182,5931,4747,16399,1585,3354.48,31458.17,43005.67
610.7,7192,1289,9562,3591.05,6433,438.46,6840,54320.27551,3288.7,866,26435,10190.68,52591,4548,1842,3851,3193.78,31778,1131,707.42,690,353,768,10174,14939,17271.42857,5707,5638,4551,15460,1459,3207.69,29225.58,37848.1
534.88,6829,1154,8907,3378.02,6099,403.57,6553,50703.96939,3056.1,837.6,24837,9902.53,47574,4224,1611,3632.34,2847.8,29155,1093,678.07,660,320,656,9877,14324,16170.40816,5157,5496,4229,14321,1391,3093.2,28260.98,32938.97
500.1,6640,1068,8415,3265.41,6709,382.01,6574,48886.76531,2960.7,823.2,23711,9686.7,46039,4088,1481,3530.85,2680.32,27519,1064,667.28,638,290,564,9309,14090,15547.95918,4773,5407,3878,14300,1307,2965.14,27258.69,29866.2
482.21,6503,1035,8142,3226.24,6861,367.96,6473,47842.58163,2920.4,818.7,22940,9630.66,43825,4014,1427,3408.39,2541,26314,1048,690.56,629,271,513,8979,13985,15332.65306,4574,5365,3608,14206,1278,2909.41,26802.89,29426.96
466.98,6512,1025,8065,3253.27,6766,364.57,6414,48265.38776,2904.7,822.1,22620,9754.64,41956,4000,1411,3368.35,2436.82,25924,1063,629.75,640,265,493,8793,13995,15252.04082,4444,5407,3482,14428,1276,2924.32,26649.18,29136.68
486.67,6717,1036,8147,3435.89,6833,370.2,6494,49889.2551,2981.6,858.9,22513,10118.47,42020,4139,1437,3533.12,2405.94,26184,1141,710.9,684,267,499,8628,14005,15552.04082,4372,5602,3479,14168,1314,2987.78,26972.06,28096.18
535.84,7737,1116,8603,3898.18,6893,388.71,6996,54019.96939,3238.3,968.1,22963,11010.23,45414,4498,1563,3995.9,2430.06,27866,1364,698.9,793,274,526,8848,14493,16381.63265,4336,6143,3680,14658,1407,3162.04,27620.94,27427.02
683.05,9151,1314,9792,4351.76,6564,443.13,8282,62831.08163,3915.9,1121.8,25053,11412.61,50844,5014,1909,4965.63,2518.69,33487,1576,806.98,940,318,622,9123,15797,18981.63265,4427,6892,4215,16942,1689,3621.71,29053.76,28787.24
882.97,9926,1529,10884,4674.81,7358,502.46,8816,69657.54082,4634.1,1212.8,28905,11493.66,55975,5432,2162,5321.38,2866.25,40228,1681,902.08,1042,359,697,10794,17317,20797.95918,4751,7282,4759,18592,1885,3770.21,32892.11,34204.19
925.59,10150,1636,11187,4857.6,7670,545.16,8846,71620.62245,4814.7,1260.6,30935,11536.52,57108,5758,2229,5354.05,3454.79,43969,1719,927.85,1100,383,764,12794,17817,21741.83673,5298,7483,5000,18760,1919,3827.52,34339.48,41515.41
893.38,9967,1674,11338,4805.22,7572,550.06,8904,71883.13265,4871.5,1252.6,31291,11507.07,57936,5868,2246,5373.58,3748.12,46139,1715,935.71,1104,398,809,13892,17519,22066.32653,5895,7562,5171,18624,1870,3848.6,35315.54,44796.49
877.29,9979,1668,11386,4764.22,7531,543.85,8751,73069.90816,4899.1,1231.7,31576,11434.79,58039,6003,2210,5362.21,3747.98,45486,1702,907.71,1084,404,831,14215,17333,21877.55102,6119,7455,5219,18714,1869,3769.86,35711.18,45707.04
878.14,9907,1669,11489,4640.31,7573,542.84,8751,73677.84694,4872.7,1198.3,31644,11412.69,58627,5994,2227,5311.67,3707.36,45169,1668,958.33,1036,404,839,14146,17357,22159.18367,6172,7410,5210,18663,1913,3779.89,34035.87,45136.91
866.83,9688,1637,11214,4576.38,7029,539.26,8814,72903.47959,4768.6,1201.6,31984,11208.16,57831,5928,2207,5325.89,3696.65,43040,1675,922.35,1048,401,838,13982,17240,22221.42857,6312,7449,5169,18530,1919,3760.58,34566.11,44657.46
870.15,9594,1627,11182,4569.32,7017,524.96,8740,71976.91837,4787,1178.1,31861,11105.58,56328,5723,2152,5315.73,3717.8,42672,1661,941.87,1046,399,838,14303,17175,22253.06122,6228,7294,5102,18476,1862,3764.17,35479.99,43987.16
862.93,9527,1664,11092,4575.56,6927,527.53,8605,70811.41837,4857.9,1174.2,30921,10974.58,54748,5415,2083,5310.83,3675.79,43471,1633,914.58,1011,392,893,14384,17094,21797.95918,6161,7199,4990,18356,1819,3709.65,35174.24,43191.46
853.47,9426,1667,11111,4594.93,6803,530.83,8683,69960.14286,4774.5,1150.1,30226,10985.29,53221,5217,2025,5331.55,3689.34,43576,1591,876.56,993,392,883,14173,17010,21608.16327,6348,7308,4978,18206,1799,3681.49,35272.09,43082.34
850.4,9428,1658,11033,4686.57,6683,547.81,8700,69272.11224,4826.8,1154.1,30164,11173.17,51871,5226,2018,5306.52,3745.55,43314,1570,911.56,970,393,848,14176,17075,21287.7551,6317,7339,5015,18048,1760,3666.29,35774.75,43872.61
917.21,9702,1670,11170,5120.37,6716,570.04,8750,69932.80612,5271.5,1218.6,30133,11554.92,52026,5516,2088,5391.68,3870.38,41952,1648,904.73,1043,408,884,14101,17200,21732.65306,6254,7609,5227,18739,1772,3722.27,36092.39,46339.69
1040.12,10004,1756,11544,5312.81,7146,616.44,8972,72764.9898,5223.3,1210.7,30037,11648.04,57137,6191,2343,5718.15,4068.88,44119,1691,957.02,1055,436,928,13734,17469,22307.14286,6095,7820,5495,18798,1924,3891.57,35491.2,49704.81
1036.36,9390,1740,11510,5028.08,7217,618.39,8842,72557.20408,4871.4,1169.2,31775,11413.17,57715,6236,2442,5686.46,4277.17,45928,1646,894.04,1011,435,919,13727,17671,22300,6150,7699,5469,18331,1980,3890.63,34365.45,52121.79
988.59,8735,1683,10891,4768.44,6763,580.05,8488,68192.7551,4569.9,1110.5,33544,10764.33,53066,5894,2377,5436.78,4177.82,43341,1524,890.16,941,430,894,13581,16962,21425.5102,6795,7252,5385,17732,1903,3773.06,33598.27,49902.87
881.3,7998,1590,10224,4496.24,6433,533.68,7917,64002.63265,4325.6,1024.9,32390,10649.5,49954,5347,2215,5077.95,3926.06,40072,1363,756.3,856,413,855,13088,16497,19896.93878,6586,6645,5203,16578,1709,3519.34,32932.16,46130.83
787.3,7653,1439,10055,4200.05,6243,484.1,7404,59671.09184,3918.9,932.9,29357,10447.68,52532,5037,2074,4798.37,3634.21,36338,1226,789.92,770,388,910,12319,15774,18191.83673,6132,6106,4903,15350,1621,3324.67,30471.85,41789.89
655.55,7070,1304,9723,3808.54,6503,435.29,6998,54739.2551,3495.3,876.7,26842,10013.91,51490,4582,1862,4656.7,3208.94,32782,1143,736.13,713,368,851,11701,14916,16896.93878,5732,5769,4727,14484,1510,3165.21,29260.18,36543.39
563.11,6698,1166,9039,3562.23,5429,399.05,6705,50835.06122,3232.2,848.7,25361,9639.44,46341,4261,1610,4385.92,2832.14,29794,1101,701.28,661,332,723,10832,14283,15946.93878,5232,5608,4408,13313,1401,3042.11,28260.57,31170.97
518.33,6431,1078,8529,3440.48,5604,378.19,6711,48923.66327,3014.9,832.3,24090,9508.52,44986,4106,1476,4214.74,2730.73,27593,1073,696.77,640,296,626,10158,13974,15341.83673,4825,5515,3975,13798,1362,2929.6,27259.38,27933.96
489.25,6309,1043,8205,3388.71,6602,369.67,6574,47770.9898,3025.5,826.8,23197,9450.14,42667,4048,1420,4006.11,2558.67,26734,1066,659.97,631,274,567,10027,13792,14962.2449,4594,5424,3716,13739,1325,2889.85,26675.57,27442.39
489.5,6267,1020,8050,3375.32,6740,355.45,6484,48055.4898,2975.9,833.8,22958,9536.53,41141,4025,1406,3966.81,2413.94,26779,1083,608.29,639,261,539,10354,13676,14980.61224,4457,5498,3561,13714,1343,2886.5,26530.95,27035.07
497.38,6613,1031,8140,3561.54,6412,354.46,6603,49869.73469,3037.5,870.3,22905,9919.88,41504,4149,1436,4072.06,2345.75,27005,1155,597.24,680,260,538,10238,13660,15209.18367,4392,5687,3564,13808,1372,2991.4,26857.64,26100.63
549.27,7657,1114,8565,4061.87,6491,382.92,7083,54317.5,3385,993.7,23333,10735.81,44631,4539,1575,4433.28,2342.77,28669,1383,652.12,800,274,565,9911,14045,15958.16327,4402,6231,3750,14662,1476,3148.91,27742.93,26282.93
700.98,9118,1308,9659,4502.73,6858,447.27,8356,63556.96939,4006.7,1137.6,25452,11323.91,50045,5152,1941,5224.7,2466.33,34122,1591,663.3,944,314,661,10364,15280,18612.2449,4463,7064,4313,16728,1777,3629.64,29091.92,28211.64
880.73,9732,1523,10866,4826.5,7369,507.99,8873,70428.42857,4724.9,1225.5,29294,11468,55025,5574,2176,5490.11,2847.5,40786,1692,804.06,1049,357,726,10829,16796,20420.40816,4821,7365,4808,18599,1918,3823.5,33156.85,34281.73
930.72,9815,1618,11202,5053.89,7638,551.61,8910,72342.62245,4981.7,1261.1,31242,11305.26,56259,5882,2221,5429.61,3475.41,44245,1742,809.49,1103,378,785,12477,16997,21229.59184,5391,7466,5070,18576,1947,3882.99,35211.98,41643.74
913.17,9645,1635,11180,4985.1,7730,576.13,8936,72346.57143,5002.1,1254.9,31546,11279.04,57187,5987,2208,5413.47,3702.47,45581,1761,842.72,1104,385,813,13400,16748,21554.08163,5956,7402,5122,18653,1906,3938.71,35538.66,44594.85
871.92,9711,1599,11144,4978.42,7729,585.59,8796,73090.44898,5133.2,1230,31665,11243.09,57146,6030,2159,5356.9,3702.16,45570,1754,822.12,1091,376,823,13918,16660,21475.5102,6155,7292,5095,18818,1887,3855.21,36086.53,44135.42
853.76,9623,1583,11136,4878.07,7786,570.27,8784,73939.44898,5002.4,1196.5,31832,11210.99,57578,5976,2177,5339.08,3695.41,45380,1728,862.31,1054,371,831,14487,16662,21882.65306,6204,7185,5019,18800,1925,3864.79,34504.88,42752.32
846.21,9280,1553,10911,4870.94,7082,564.59,8863,73117.70408,5016.5,1206.2,32247,11088.22,56720,5928,2162,5337.69,3708.18,43084,1751,850.99,1079,372,819,14694,16613,21773.46939,6357,7142,4929,18186,1908,3848.11,35055.58,41389.79
854.36,9179,1538,11062,4875.55,7260,549.47,8771,72254.84694,4958.1,1182.9,32178,11071.44,55239,5781,2093,5298.7,3716.1,42483,1736,824.12,1075,369,814,14625,16366,21894.89796,6173,7024,4877,18020,1867,3843.06,35434.24,40196.38
852.62,9126,1561,10961,4902.14,7117,537.53,8626,70651.27551,4921.8,1199.8,31168,11092.02,53625,5536,2019,5289.15,3668.09,43144,1723,816.17,1047,363,870,14781,16209,21369.38776,6125,6909,4755,18266,1804,3797.14,35221.97,38903.27
832.15,9060,1554,10912,4985.65,7004,533.3,8712,69632.34694,4780.4,1179.7,30564,11124.66,52079,5451,1980,5355.1,3642.54,42742,1695,779.4,1017,363,859,14688,16139,20995.91837,6297,6889,4757,17980,1783,3718.22,35148.04,38871.56
835.8,8975,1538,10883,4985.53,6694,549.42,8669,68165.45918,4726.7,1188.5,30435,11360.39,50829,5502,1962,5349.41,3685.04,42668,1686,807.37,1030,359,822,14789,16290,20712.2449,6335,7052,4814,17609,1773,3747.36,36040.2,40337.6
881.58,9421,1568,11059,5240.47,6730,581.82,8697,68651.29592,5034.2,1242.6,30489,11758.45,51061,5782,2039,5508.59,3811.98,41635,1764,812.75,1076,379,864,14638,16491,21254.08163,6262,7473,5059,18090,1801,3798.64,36256.34,43673.4
1020.33,9760,1744,11387,5484.79,7101,621.92,8830,71416.17347,5141.2,1221.2,30268,11847.84,56064,6346,2344,5833.39,3978.69,44496,1757,832.5,1066,424,937,14723,16714,22157.14286,6083,7953,5494,18453,1929,3915.7,35452.43,48559.08
1051.59,9177,1745,11389,5249.07,7177,621.58,8720,71499.05102,4836.9,1182,31923,11550.01,57447,6327,2428,5783.52,4178.63,45786,1702,847.99,1029,427,934,14938,16860,22231.63265,6170,7846,5499,18088,1986,3880.54,34518.45,51702.44
1012.43,8404,1684,10861,4912.36,6779,580.78,8359,67405.63265,4519.3,1119.1,33541,10891.71,52851,6037,2373,5531.35,4168.24,43261,1581,808.83,967,423,904,14592,16466,21531.63265,6792,7361,5463,17362,1921,3782.56,33677.37,50152.84
909.17,7810,1606,10243,4605.03,6525,535.36,7784,63331.10204,4234.6,1031.8,32461,10767.32,49914,5493,2214,5202.45,3926.18,40009,1408,754.12,868,411,872,13966,15961,19874.4898,6610,6628,5275,16444,1754,3544.85,33247.03,46553.89
786.9,7589,1447,10065,4295.38,6239,484.86,7350,59455.78571,3927.6,948.5,29389,10605.57,52330,5201,2074,4915.5,3639.57,36207,1245,724.37,780,388,929,13168,15275,18271.42857,6215,6023,5012,15334,1623,3346.21,31632.19,42332.79
650.47,6962,1307,9745,3915.06,5962,432.58,6952,55069.39796,3588.2,895.4,26850,10125.61,51650,4727,1846,4805.69,3240.42,32956,1157,665.89,704,363,877,12497,14607,16875.5102,5780,5750,4777,14645,1477,3188.73,29485.89,37623.75
547.42,6513,1168,9073,3670.02,5792,391.74,6639,51209.22449,3280.7,852,25276,9756.31,46585,4336,1617,4524.88,2889.2,29972,1105,627.5,658,328,754,11270,13952,15792.85714,5261,5458,4449,13938,1438,3076.79,28146.66,32519.62
503.72,6214,1071,8556,3550.67,6764,368.89,6614,49308.91837,3176.7,837.2,23901,9564.72,45246,4155,1489,4296.82,2719.53,27622,1072,610.18,635,294,639,10324,13597,15280.61224,4827,5396,4039,13968,1388,2974.48,27166.98,29156.28
486,6065,1038,8234,3502.91,6885,354.21,6510,48373.37755,3073.4,828.6,23012,9472.82,43080,4078,1430,4060.08,2575.24,26614,1062,613.35,623,274,578,9441,13546,14940.81633,4615,5359,3739,13692,1338,2932.95,26677.31,28906.65
486.91,5901,1018,8186,3521.36,6844,349.15,6406,48641.88776,3096.6,840.1,22680,9563.59,41434,4071,1420,4029.06,2454.26,26537,1072,617.46,624,264,552,9437,13498,15009.18367,4492,5387,3589,13674,1332,2924.65,26613.42,28513.36
494.72,5852,1030,8305,3696.64,6720,354.3,6467,50205.21429,3040.7,872.2,22638,9885.62,41601,4228,1441,4155.45,2385.88,26967,1132,624.57,664,262,552,9529,13585,15158.16327,4427,5608,3561,13828,1345,2986.23,26902.06,27639.27
551.07,6073,1114,8729,4228.62,6922,381.89,6919,54299.63265,3348.8,988.3,23026,10829.91,44897,4526,1583,4492.25,2386.26,28658,1370,640.42,778,273,583,9110,14148,15902.04082,4402,6153,3766,14645,1455,3128.21,27721.59,27550.14
692.89,6304,1321,9802,4719.62,6707,437.9,8032,62576.33673,4072.5,1127.6,25174,11461.86,50295,5126,1952,5300.51,2493.04,34385,1580,710.74,920,315,685,10185,15452,18457.14286,4480,6893,4383,16798,1771,3541.69,29077.89,29446.49
871.36,6926,1540,10944,5019.04,7249,484.29,8588,69409.58163,4808.7,1220.6,28859,11533.39,55404,5461,2178,5589.37,2833.05,40947,1700,803,1022,359,742,12432,17091,20027.55102,4799,7239,4842,18472,1951,3720.72,32805.6,35277.57
916,7225,1630,11152,5068.04,7527,536.06,8695,71186.37755,5044.1,1262.4,30771,11506.97,56657,5696,2212,5531.02,3491.52,44042,1739,840.9,1077,381,788,14155,17348,20548.97959,5386,7327,5056,18504,1979,3792.73,34856.37,42494.55
900.74,7429,1656,11168,4928.16,7433,559,8760,70983.30612,4956.8,1274.6,30960,11519.32,57356,5760,2205,5554.37,3804.13,45447,1738,862.03,1089,381,803,14692,17029,20762.2449,5980,7219,5063,18286,1889,3807.2,35193.57,46305.74
864.49,7464,1614,11129,4783.52,7474,575.8,8645,71765.52041,4885.5,1271,31092,11519.85,57296,5907,2136,5528.24,3797.32,45138,1731,931.72,1081,379,792,14600,16518,20458.16327,6189,7070,4964,18252,1887,3713.42,35684.41,47438.66
844.63,7415,1598,11253,4587.01,7515,561.29,8659,72490.94898,4846.6,1245.8,31181,11571.47,57683,5994,2153,5504.31,3771.74,44939,1700,918.85,1049,368,778,14398,16278,20951.02041,6258,7042,4903,17974,1899,3709.68,33740.29,46913.05
822.21,7078,1571,11061,4536.81,7143,545.46,8665,71594.93878,4810.4,1257.9,31713,11498.57,57090,5890,2138,5474.5,3769.39,42653,1704,928.95,1070,371,756,14084,15993,21069.38776,6382,7035,4745,17861,1882,3690.8,34536.18,46648.66
838.09,6879,1532,11069,4488.13,6958,527.45,8545,70684.42857,4964.1,1241.8,31819,11388.38,55335,5594,2081,5460.87,3785.64,42102,1676,890.36,1062,363,746,13989,15838,21028.57143,6296,6876,4687,17820,1864,3661.66,35224.48,46645.75
836.11,6651,1553,10825,4397.72,6809,516.01,8439,69612.39796,4868.6,1221.2,31008,11375.58,54120,5328,2012,5418.24,3719.45,42930,1651,885.91,1045,353,793,13847,15909,20569.38776,6252,6734,4554,17600,1823,3631.2,35022.24,46487.17
815.83,6646,1545,10813,4384.72,6656,515.32,8484,68871.70408,4580.8,1187.8,30365,11304.44,52690,5209,1964,5407.17,3700.96,43583,1619,816.41,1026,351,785,14049,15941,20288.77551,6437,6675,4508,17600,1774,3594.32,35296.36,46563.02
807.75,6965,1536,10793,4410.14,6653,523.75,8440,67590.02041,4690.3,1186.7,30246,11414.64,51131,5207,1962,5411.92,3726.73,43102,1595,768.16,1000,349,766,14395,15998,19950,6425,6763,4635,17696,1780,3596.77,35650.82,46777.77
869.61,7453,1563,11070,4941.32,6608,549.17,8560,68204.53061,4959.2,1240.3,30378,11772.03,51306,5547,2031,5531.7,3807.82,42124,1675,777.32,1051,368,820,14417,16135,20546.93878,6379,7214,4935,18204,1805,3708.74,36437.21,48379.99
1022.44,8116,1773,11492,5350.67,7080,607.28,8783,71419,5013.8,1210.4,30178,11850.24,56655,6237,2338,5824.13,3952.37,45127,1676,835.45,1037,419,922,14368,16458,21509.18367,6223,7723,5509,18556,1944,3911.47,35207.13,50628.16
1039.42,7705,1774,11460,5149.75,7169,611.56,8658,71489.0102,4777.8,1161,31897,11653.4,57547,6195,2437,5769.49,4175.8,46635,1630,855.54,996,426,923,14511,16336,21775.5102,6278,7638,5536,18132,2000,3909.28,34786.65,53163.27
994.41,7333,1709,10896,4917.71,6755,577.68,8282,67344.42857,4549.5,1098.7,33406,11065.34,52847,5875,2381,5525.41,4177.78,44130,1517,859.59,916,421,892,14581,16162,21079.59184,6887,7203,5433,17421,1903,3781.06,33994.93,51404
903.21,6916,1637,10277,4628.51,6452,526.02,7692,63340.53061,4202.6,1007.9,32188,10944.4,50057,5402,2210,5181.1,3970.96,40656,1361,840,824,408,860,14041,15748,19516.32653,6659,6519,5269,16673,1766,3534.22,33445.67,47918.37
789.38,6814,1465,10040,4278.8,6213,475.38,7215,59369.86735,3920.2,921.7,29232,10746.45,52505,5135,2065,4914.26,3673.78,36751,1221,797.54,739,384,912,13080,15102,18057.14286,6250,6003,5039,15633,1610,3311.45,31757.5,43647.47
649.65,6338,1315,9646,3889.01,5878,426.19,6815,54596.77551,3557.1,866.3,26865,10234.77,51479,4690,1848,4735.72,3265.24,33526,1118,768.34,675,362,863,12317,14342,16746.93878,5821,5651,4807,14748,1517,3159.17,29441.48,38688.59
555.24,5959,1177,8952,3599.85,5725,388.07,6480,50988.55102,3129.8,832,25414,9900.59,46398,4354,1601,4484.57,2911.68,30439,1078,716.38,635,350,751,11757,13850,15662.2449,5310,5480,4338,13772,1391,3031.99,27879.62,33684.04
499.64,5777,1099,8403,3431.72,5941,367.18,6535,49125.93878,3014.2,816,24093,9723.96,44965,4143,1469,4320.31,2749.57,28156,1058,710.95,618,327,642,10536,13691,15110.20408,4900,5363,3910,13818,1331,2924.21,27286.27,30311.34
494.89,5666,1052,8148,3433.7,5900,353.01,6408,48070.22449,3007.9,804.6,23253,9681.85,42567,4026,1406,4123.11,2597.6,27172,1050,685.09,606,299,579,10055,13545,14750,4668,5341,3595,13512,1342,2898.53,26457.22,29915.7
490.87,5615,1026,8066,3489.08,6158,345.26,6267,48330,3030.3,808,22944,9788.03,40954,4051,1391,4064.03,2470.62,26886,1059,677.88,615,294,549,10122,13600,14820.40816,4522,5419,3432,13594,1333,2917.62,26564.61,29555.98
502.3,5906,1040,8187,3648.99,6467,348.67,6347,49938.67347,3093.9,837.1,22815,10203.76,40983,4171,1422,4154.83,2394.36,26984,1124,710.42,656,291,553,9962,13565,15078.57143,4417,5598,3400,13734,1346,2988.77,27026.53,28733.19
555.55,6738,1114,8609,4135.84,5963,377.74,6798,53985.7551,3475.5,965.5,23169,11055.23,44032,4510,1554,4506.55,2400.08,28793,1353,716.71,769,291,570,9816,14072,15785.71429,4427,6085,3625,14618,1461,3173.78,27999.65,28569.55
686.75,7916,1315,9734,4591.89,6255,438.27,7891,62901.33673,4140.2,1110.5,25187,11642.88,49364,5052,1916,5296.07,2502.71,34376,1564,816.23,906,322,677,10397,15433,18264.28571,4510,6871,4199,16640,1717,3630.99,29341.95,30309.7
870.07,8789,1526,10870,4899.91,7145,493.82,8438,70103.92857,4930.9,1208.3,28933,11733.12,54337,5457,2147,5617.61,2849.43,41098,1666,884.36,1004,357,737,11985,17039,19925.5102,4813,7172,4602,18328,1893,3864.28,32960.77,36335.4
907.62,9055,1601,11100,4944.94,7465,528.14,8682,72427.46939,5062.7,1240.1,30873,11701.26,55712,5732,2183,5597.34,3512.02,44600,1710,921.07,1052,377,776,13711,17360,20592.85714,5403,7239,4784,18572,1920,3919.46,34851.49,43744.83
875.23,9173,1609,10997,4724.54,7473,522.06,8916,72404.06122,4947.6,1250,30994,11668.93,56642,5824,2174,5642.24,3772.18,45558,1710,927.4,1065,384,799,14396,17231,20861.22449,5960,7076,4760,18726,1880,3985.78,35245.75,46617.14
833.5,9366,1574,10891,4560.43,7625,523.48,8952,73254.4898,4951.1,1242.8,31087,11625.84,56667,5846,2121,5667.25,3797.89,45103,1702,929.52,1059,376,799,14329,17029,20887.7551,6206,6887,4598,18711,1899,3940.63,35400.1,46046.61
809.21,9572,1552,10819,4353.49,7858,527.39,8966,73881.20408,4998.4,1216.3,31166,11552,57372,5880,2150,5717.07,3776.14,44702,1665,944.78,1022,371,774,13933,16858,21174.4898,6274,6745,4506,18384,1903,3984.88,32334.45,43838.03
799.33,9427,1524,10408,4306.03,7484,540.29,8873,72554.60204,4710.8,1241.1,31627,11435.65,57140,5820,2151,5758.57,3763.75,42179,1673,915.84,1046,363,757,13729,16436,21090.81633,6434,6704,4384,17992,1886,4008.8,32858.43,42080.59
808.62,9171,1504,10250,4321.39,7413,529.63,8674,70929.56122,4480.5,1227.9,31945,11302.59,55091,5604,2088,5745.28,3752.37,42239,1654,913.3,1039,354,730,13615,16270,21317.34694,6312,6576,4251,17458,1861,3988.46,34376.23,41120.92
798.5,8912,1534,10266,4272.02,7251,500.84,8433,68629.02041,4367.3,1223.6,30953,11229.95,53450,5349,2026,5726.89,3663.08,42872,1620,907.07,1027,345,759,13624,15930,20667.34694,6250,6504,4200,17096,1814,3920.11,34387.21,39934.63
